year,region,group,channel,spend,packs,spendYoy,population,perResident,populationBasis,missingSpendCells,missingPackCells,months
2018,120,antibiotics,direct,20212238.84,1976068.0,0.03977059906799711,5774606,3.500193578574885,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,120,antifungals,convenzionata,6559926.19,342748.0,-0.059419620909707635,5774606,1.135995458391447,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,120,antifungals,direct,11229956.4,54289.0,-0.12396311153634507,5774606,1.9447138731196554,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,130,antibiotics,convenzionata,19000449.8,2333541.0,0.028697888260979944,1306059,14.547926089097048,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,130,antibiotics,direct,5353775.35,715067.0,0.12527076334999412,1306059,4.099183382986526,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,130,antifungals,convenzionata,1614911.4,90304.0,0.008795626393025904,1306059,1.2364766063401422,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,130,antifungals,direct,3128484.68,15163.0,0.09983038623458555,1306059,2.39536244534129,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,140,antibiotics,convenzionata,4178123.76,531025.0,0.027895516301638557,306564,13.628879320468156,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,140,antibiotics,direct,854697.89,108089.0,0.1494010566178042,306564,2.787991708093579,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,140,antifungals,convenzionata,324170.39,18643.0,0.09105702658935397,306564,1.0574313683276575,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,140,antifungals,direct,382259.39,1522.0,0.004766062036215584,306564,1.2469154564789082,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,150,antibiotics,convenzionata,99572087.9,12457235.0,0.005132875738146353,5762889,17.2781547414847,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,150,antibiotics,direct,16777916.97,1662131.0,-0.030356245948124746,5762889,2.9113725719860297,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,150,antifungals,convenzionata,8235674.2,409221.0,0.02607720227985485,5762889,1.4290877717755799,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,150,antifungals,direct,10261665.57,50706.0,-0.061155169709491905,5762889,1.7806460561707853,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,160,antibiotics,convenzionata,58480269.88,7123483.0,-0.04579721799602719,4000966,14.616537576175354,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,160,antibiotics,direct,14463664.32,1719101.0,-0.0019354641475702308,4000966,3.6150430471041246,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,160,antifungals,convenzionata,5571814.61,292909.0,0.004026008258055146,4000966,1.3926173354134976,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,160,antifungals,direct,6573311.98,61561.0,-0.3055834566420577,4000966,1.6429312271086534,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,170,antibiotics,convenzionata,7023479.82,885126.0,0.00018289178528682035,562968,12.475806475678903,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,170,antibiotics,direct,2706773.51,269082.0,0.14705292974309597,562968,4.808041505023375,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,170,antifungals,convenzionata,642182.68,32807.0,0.03021201446955575,562968,1.1407090278665928,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,170,antifungals,direct,881011.24,4677.0,-0.1342447356511445,562968,1.5649401742194937,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,180,antibiotics,convenzionata,30477954.4,3839068.0,-0.0366583253790861,1924257,15.838816956362896,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,180,antibiotics,direct,5474835.27,715442.0,0.06163884936968838,1924257,2.8451684312438514,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,180,antifungals,convenzionata,3722101.31,186970.0,-0.0025545003321033673,1924257,1.934305713841758,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,180,antifungals,direct,4098213.22,20641.0,-0.06822259486074193,1924257,2.1297639660398793,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,190,antibiotics,convenzionata,60722027.0,7001476.0,-0.009723076014508404,4942188,12.286466439560778,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,190,antibiotics,direct,15443185.83,2217998.0,-0.02116714925097747,4942188,3.1247669716328073,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,190,antifungals,convenzionata,8216920.77,405245.0,-0.009459138652465454,4942188,1.6626078914845004,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,190,antifungals,direct,7534183.48,41699.0,-0.214250235950976,4942188,1.5244631487106521,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,200,antibiotics,convenzionata,16082188.07,1850270.0,-0.019733894980026426,1631040,9.8600819538454,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,200,antibiotics,direct,3884674.08,945419.0,-0.31984199134365127,1631040,2.381716009417304,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,200,antifungals,convenzionata,1974172.62,121848.0,-0.02191942261370049,1631040,1.2103765818128311,"ISTAT intercensal reconstruction, January 1",0,0,12
2018,200,antifungals,direct,3318453.18,26955.0,-0.04038862735547576,1631040,2.0345627207180694,"ISTAT intercensal reconstruction, January 1",0,0,12
2019,000,antibiotics,convenzionata,629366084.8,76287352.0,-0.03628726348043986,59816673,10.521582917190997,"ISTAT POSAS, January 1",6091,6091,12
2019,000,antibiotics,direct,204039547.28,27463068.0,-0.03395501475216722,59816673,3.4110815103340837,"ISTAT POSAS, January 1",1894,1894,12
2019,000,antifungals,convenzionata,60024928.75,3220726.0,-0.0497586569581267,59816673,1.0034815669203134,"ISTAT POSAS, January 1",1278,1278,12
2019,000,antifungals,direct,105056041.0,717163.0,-0.07305333273502286,59816673,1.756300304431843,"ISTAT POSAS, January 1",138,138,12
2019,010,antibiotics,convenzionata,33606309.35,4036564.0,-0.056442478187549924,4328565,7.76384537369775,"ISTAT POSAS, January 1",326,326,12
2019,010,antibiotics,direct,14790507.61,2404987.0,-0.038429660100594516,4328565,3.4169540274894796,"ISTAT POSAS, January 1",53,53,12
2019,010,antifungals,convenzionata,3594112.48,207616.0,-0.04785472779985543,4328565,0.8303242483363424,"ISTAT POSAS, January 1",69,69,12
2019,010,antifungals,direct,7014730.73,62859.0,-0.1414034732594498,4328565,1.6205672618985738,"ISTAT POSAS, January 1",0,0,12
2019,020,antibiotics,convenzionata,875697.23,102777.0,-0.06752083107764308,125653,6.969170891264037,"ISTAT POSAS, January 1",236,236,12
2019,020,antibiotics,direct,464646.51,53193.0,0.10767636812349274,125653,3.6978544881538844,"ISTAT POSAS, January 1",127,127,12
2019,020,antifungals,convenzionata,71756.45,3786.0,-0.057712699774856255,125653,0.5710683389970792,"ISTAT POSAS, January 1",40,40,12
2019,020,antifungals,direct,83892.02,1443.0,0.6712952734501146,125653,0.6676483649415454,"ISTAT POSAS, January 1",7,7,12
2019,030,antibiotics,convenzionata,76847121.71,9334474.0,-0.04720890724185602,10010833,7.676396330854784,"ISTAT POSAS, January 1",293,293,12
2019,030,antibiotics,direct,26551709.45,4466968.0,0.021648139474652373,10010833,2.652297710889793,"ISTAT POSAS, January 1",39,39,12
2019,030,antifungals,convenzionata,6678168.05,374804.0,-0.08020505534071885,10010833,0.6670941419160623,"ISTAT POSAS, January 1",67,67,12
2019,030,antifungals,direct,15836751.53,105043.0,-0.07872856774573818,10010833,1.5819614141999971,"ISTAT POSAS, January 1",2,2,12
2019,041,antibiotics,convenzionata,2359286.82,265115.0,-0.056795047866889284,530313,4.448857222055653,"ISTAT POSAS, January 1",310,310,12
2019,041,antibiotics,direct,1394014.16,206023.0,-0.11489698264271565,530313,2.628662997135654,"ISTAT POSAS, January 1",89,89,12
2019,041,antifungals,convenzionata,158798.35,9882.0,-0.07285545970032135,530313,0.2994426876203299,"ISTAT POSAS, January 1",59,59,12
2019,041,antifungals,direct,732751.52,7438.0,-0.2832651389200943,530313,1.3817340325430454,"ISTAT POSAS, January 1",21,21,12
2019,042,antibiotics,convenzionata,4021744.03,470808.0,-0.012093276042494248,543721,7.396705350722153,"ISTAT POSAS, January 1",273,273,12
2019,042,antibiotics,direct,1767978.37,201679.0,-0.12491225999657919,543721,3.2516278937175502,"ISTAT POSAS, January 1",87,87,12
2019,042,antifungals,convenzionata,431516.36,25110.0,-0.07408345408236362,543721,0.7936356329808854,"ISTAT POSAS, January 1",50,50,12
2019,042,antifungals,direct,417534.07,4095.0,-0.2001849711062382,543721,0.767919705142895,"ISTAT POSAS, January 1",24,24,12
2019,050,antibiotics,convenzionata,32970155.42,3901167.0,-0.015103447382410502,4884590,6.74983067565548,"ISTAT POSAS, January 1",328,328,12
2019,050,antibiotics,direct,21908799.67,2764425.0,0.04203902633311727,4884590,4.485289383551128,"ISTAT POSAS, January 1",71,71,12
2019,050,antifungals,convenzionata,3268048.24,194193.0,-0.04426327528398546,4884590,0.6690527229511587,"ISTAT POSAS, January 1",71,71,12
2019,050,antifungals,direct,10604512.62,94748.0,0.1435276775494014,4884590,2.1710138660563114,"ISTAT POSAS, January 1",1,1,12
2019,060,antibiotics,convenzionata,7866302.81,970028.0,-0.027361663163852662,1210414,6.498853127938044,"ISTAT POSAS, January 1",316,316,12
2019,060,antibiotics,direct,5001680.6,427795.0,-0.09940585421884116,1210414,4.132206501246681,"ISTAT POSAS, January 1",188,188,12
2019,060,antifungals,convenzionata,926306.26,58809.0,-0.06597560689218829,1210414,0.765280523853822,"ISTAT POSAS, January 1",73,73,12
2019,060,antifungals,direct,2223821.64,18315.0,-0.09636725250698658,1210414,1.8372405144025103,"ISTAT POSAS, January 1",19,19,12
2019,070,antibiotics,convenzionata,12772818.72,1494364.0,-0.046855658825808305,1532980,8.332019152239429,"ISTAT POSAS, January 1",276,276,12
2019,070,antibiotics,direct,6838187.78,926055.0,-0.019801889197268375,1532980,4.460715586635182,"ISTAT POSAS, January 1",57,57,12
2019,070,antifungals,convenzionata,1324555.15,75713.0,-0.056823031586354406,1532980,0.8640394199532935,"ISTAT POSAS, January 1",67,67,12
2019,070,antifungals,direct,3820325.68,28633.0,-0.3538713174111313,1532980,2.492091012276742,"ISTAT POSAS, January 1",4,4,12
2019,080,antibiotics,convenzionata,33026032.02,4225287.0,-0.030145003139593427,4459453,7.4058482105316505,"ISTAT POSAS, January 1",324,324,12
2019,080,antibiotics,direct,18117572.73,3051150.0,-0.03204092128709595,4459453,4.062734315172736,"ISTAT POSAS, January 1",59,59,12
2019,080,antifungals,convenzionata,3002306.98,175737.0,-0.06444314582985905,4459453,0.67324557070116,"ISTAT POSAS, January 1",71,71,12
2019,080,antifungals,direct,9906190.75,65827.0,-0.017952464705129356,4459453,2.2213914464397315,"ISTAT POSAS, January 1",1,1,12
2019,090,antibiotics,convenzionata,34718737.22,4372738.0,-0.058470760969058656,3701343,9.380037791688043,"ISTAT POSAS, January 1",310,310,12
2019,090,antibiotics,direct,12791611.6,1698393.0,-0.10240308571415853,3701343,3.455937912265899,"ISTAT POSAS, January 1",63,63,12
2019,090,antifungals,convenzionata,2708891.02,153647.0,-0.06904517769061527,3701343,0.7318670601454661,"ISTAT POSAS, January 1",74,74,12
2019,090,antifungals,direct,5162001.55,44900.0,0.08479696907565669,3701343,1.3946293412958486,"ISTAT POSAS, January 1",1,1,12
2019,100,antibiotics,convenzionata,10451261.36,1324264.0,0.0013813092181781355,873744,11.96146853082825,"ISTAT POSAS, January 1",300,300,12
2019,100,antibiotics,direct,6094348.63,617473.0,-0.12817095511158977,873744,6.9749819512351445,"ISTAT POSAS, January 1",90,90,12
2019,100,antifungals,convenzionata,835117.72,46541.0,-0.06788347538349347,873744,0.9557922228936622,"ISTAT POSAS, January 1",73,73,12
2019,100,antifungals,direct,2640527.06,12978.0,-0.238293706771231,873744,3.0220831959933343,"ISTAT POSAS, January 1",9,9,12
2019,110,antibiotics,convenzionata,19331119.59,2393202.0,-0.024749068418134058,1520321,12.715156595219035,"ISTAT POSAS, January 1",308,308,12
2019,110,antibiotics,direct,6522405.24,763515.0,-0.08654759113197183,1520321,4.290150066992432,"ISTAT POSAS, January 1",61,61,12
2019,110,antifungals,convenzionata,1597120.52,94823.0,-0.07528710038604863,1520321,1.0505153319595006,"ISTAT POSAS, January 1",71,71,12
2019,110,antifungals,direct,2915976.22,18667.0,-0.0324791372796951,1520321,1.9180003565036596,"ISTAT POSAS, January 1",5,5,12
2019,120,antibiotics,convenzionata,77063582.47,8949212.0,-0.006844151832239577,5773076,13.34879057022634,"ISTAT POSAS, January 1",287,287,12
2019,120,antibiotics,direct,19553986.7,1869124.0,-0.03256700780209067,5773076,3.387100169822812,"ISTAT POSAS, January 1",91,91,12
2019,120,antifungals,convenzionata,6281225.36,324732.0,-0.04248536064702277,5773076,1.0880205561125473,"ISTAT POSAS, January 1",65,65,12
2019,120,antifungals,direct,9660048.38,62413.0,-0.13979644836377103,5773076,1.673293124843671,"ISTAT POSAS, January 1",2,2,12
2019,130,antibiotics,convenzionata,18579833.47,2269483.0,-0.022137177510397676,1300645,14.2850919889747,"ISTAT POSAS, January 1",311,311,12
2019,130,antibiotics,direct,5997619.72,652645.0,0.12025987791960677,1300645,4.611265733539898,"ISTAT POSAS, January 1",91,91,12
2019,130,antifungals,convenzionata,1542214.42,86472.0,-0.045016079519904315,1300645,1.1857304798772916,"ISTAT POSAS, January 1",58,58,12
2019,130,antifungals,direct,3085405.99,14486.0,-0.013769826099963514,1300645,2.3722122408497324,"ISTAT POSAS, January 1",2,2,12
2019,140,antibiotics,convenzionata,4066624.43,519024.0,-0.026686459378599165,303790,13.3863011619869,"ISTAT POSAS, January 1",229,229,12
2019,140,antibiotics,direct,1083837.25,148523.0,0.26809398113759236,303790,3.5677186543335857,"ISTAT POSAS, January 1",123,123,12
2019,140,antifungals,convenzionata,303216.93,18008.0,-0.06463718046549533,303790,0.9981135982092892,"ISTAT POSAS, January 1",29,29,12
2019,140,antifungals,direct,298527.3,1430.0,-0.21904521429807128,303790,0.982676519964449,"ISTAT POSAS, January 1",7,7,12
2019,150,antibiotics,convenzionata,93147398.65,11629962.0,-0.0645229941994618,5740291,16.22694714431725,"ISTAT POSAS, January 1",255,255,12
2019,150,antibiotics,direct,14769026.34,1612962.0,-0.11973420977061851,5740291,2.572870668054982,"ISTAT POSAS, January 1",94,94,12
2019,150,antifungals,convenzionata,7883880.64,383894.0,-0.04271581797152685,5740291,1.3734287408077395,"ISTAT POSAS, January 1",67,67,12
2019,150,antifungals,direct,7631698.91,44827.0,-0.25629042790955037,5740291,1.3294968687127535,"ISTAT POSAS, January 1",4,4,12
2019,160,antibiotics,convenzionata,56909499.82,6911301.0,-0.026859829190651472,3975528,14.314953842609082,"ISTAT POSAS, January 1",317,317,12
2019,160,antibiotics,direct,13277701.49,1644858.0,-0.08199601454799249,3975528,3.3398586275835562,"ISTAT POSAS, January 1",102,102,12
2019,160,antifungals,convenzionata,5377644.49,279951.0,-0.03484863255347974,3975528,1.3526868607138474,"ISTAT POSAS, January 1",60,60,12
2019,160,antifungals,direct,6165395.02,35376.0,-0.06205653424653062,3975528,1.5508367743856915,"ISTAT POSAS, January 1",1,1,12
2019,170,antibiotics,convenzionata,6974535.37,874399.0,-0.00696868948930788,558587,12.486032381705984,"ISTAT POSAS, January 1",243,243,12
2019,170,antibiotics,direct,3050783.68,238712.0,0.1270923365878514,558587,5.461608809370787,"ISTAT POSAS, January 1",103,103,12
2019,170,antifungals,convenzionata,594425.96,30148.0,-0.07436625354019202,558587,1.064160032367384,"ISTAT POSAS, January 1",50,50,12
2019,170,antifungals,direct,881748.48,5163.0,0.0008368111171884709,558587,1.5785338362690144,"ISTAT POSAS, January 1",9,9,12
2019,180,antibiotics,convenzionata,29857315.12,3757792.0,-0.020363547758310185,1912021,15.61557907575283,"ISTAT POSAS, January 1",266,266,12
2019,180,antibiotics,direct,5301070.65,737077.0,-0.03173878508311721,1912021,2.772496039530947,"ISTAT POSAS, January 1",102,102,12
2019,180,antifungals,convenzionata,3747094.94,179686.0,0.006714924693976156,1912021,1.9597561637659837,"ISTAT POSAS, January 1",49,49,12
2019,180,antifungals,direct,4018179.42,21704.0,-0.019528949740687234,1912021,2.1015351923435985,"ISTAT POSAS, January 1",2,2,12
2019,190,antibiotics,convenzionata,58932090.2,6775356.0,-0.02947755350788932,4908548,12.006012816824853,"ISTAT POSAS, January 1",302,302,12
2019,190,antibiotics,direct,14768972.6,2103181.0,-0.04365765182273922,4908548,3.00882717251619,"ISTAT POSAS, January 1",116,116,12
2019,190,antifungals,convenzionata,7870733.62,384745.0,-0.042131007428467634,4908548,1.6034749217080082,"ISTAT POSAS, January 1",51,51,12
2019,190,antifungals,direct,8097154.59,46065.0,0.07472224581395515,4908548,1.649602813296315,"ISTAT POSAS, January 1",6,6,12
2019,200,antibiotics,convenzionata,14988618.99,1710035.0,-0.06799877449760479,1622257,9.239361574645695,"ISTAT POSAS, January 1",281,281,12
2019,200,antibiotics,direct,3993086.5,874330.0,0.027907726045321157,1622257,2.4614389088781863,"ISTAT POSAS, January 1",88,88,12
2019,200,antifungals,convenzionata,1827794.81,112429.0,-0.07414640873704346,1622257,1.126698673514739,"ISTAT POSAS, January 1",64,64,12
2019,200,antifungals,direct,3858867.52,20753.0,0.1628512775943399,1622257,2.3787029552037686,"ISTAT POSAS, January 1",11,11,12
2020,000,antibiotics,convenzionata,477131786.626289,57606200.0,-0.24188513148446508,59641488,7.999998032012364,"ISTAT POSAS, January 1",5324,5324,12
2020,000,antibiotics,direct,212270092.44,25277721.0,0.04033798971679428,59641488,3.5591012155833535,"ISTAT POSAS, January 1",1424,1424,12
2020,000,antifungals,convenzionata,52032330.2118329,2760334.0,-0.13315465265199664,59641488,0.8724183778217086,"ISTAT POSAS, January 1",1174,1174,12
2020,000,antifungals,direct,97653296.79,732925.0,-0.07046471711226963,59641488,1.6373383707328029,"ISTAT POSAS, January 1",32,32,12
2020,010,antibiotics,convenzionata,25302887.143756554,3056212.0,-0.24707926478226758,4311217,5.8690822437739865,"ISTAT POSAS, January 1",306,306,12
2020,010,antibiotics,direct,17430351.66,2728519.0,0.17848231579389315,4311217,4.0430235035721935,"ISTAT POSAS, January 1",35,35,12
2020,010,antifungals,convenzionata,3125097.6562934,176761.0,-0.130495310404587,4311217,0.7248759819543762,"ISTAT POSAS, January 1",69,69,12
2020,010,antifungals,direct,6724533.19,68707.0,-0.04136973337535367,4311217,1.5597760887470986,"ISTAT POSAS, January 1",0,0,12
2020,020,antibiotics,convenzionata,681015.4758008322,80396.0,-0.22231628413300783,125034,5.4466423196957,"ISTAT POSAS, January 1",184,184,12
2020,020,antibiotics,direct,391749.48,60004.0,-0.15688707099080546,125034,3.133143624934018,"ISTAT POSAS, January 1",106,106,12
2020,020,antifungals,convenzionata,67091.0947463,3192.0,-0.06501652818248395,125034,0.5365828074467746,"ISTAT POSAS, January 1",32,32,12
2020,020,antifungals,direct,57965.22,1977.0,-0.30904965692803676,125034,0.46359566197994145,"ISTAT POSAS, January 1",1,1,12
2020,030,antibiotics,convenzionata,59034586.790467136,7145216.0,-0.2317918293251437,10027602,5.887208805302318,"ISTAT POSAS, January 1",273,273,12
2020,030,antibiotics,direct,27682412.72,5028934.0,0.042584951907870476,10027602,2.760621404798475,"ISTAT POSAS, January 1",31,31,12
2020,030,antifungals,convenzionata,5636530.012238192,311973.0,-0.15597661364059384,10027602,0.5621014886947241,"ISTAT POSAS, January 1",68,68,12
2020,030,antifungals,direct,14561844.05,111288.0,-0.08050309292186009,10027602,1.4521761085053038,"ISTAT POSAS, January 1",0,0,12
2020,041,antibiotics,convenzionata,1703936.600364064,192962.0,-0.2777747131380728,532644,3.1990158536734934,"ISTAT POSAS, January 1",235,235,12
2020,041,antibiotics,direct,1475008.44,177836.0,0.05810147581284253,532644,2.769220041904161,"ISTAT POSAS, January 1",71,71,12
2020,041,antifungals,convenzionata,138658.960706,8296.0,-0.1268236684701069,532644,0.2603220175314094,"ISTAT POSAS, January 1",42,42,12
2020,041,antifungals,direct,995500.2,7243.0,0.35857814392524223,532644,1.8689785297497015,"ISTAT POSAS, January 1",0,0,12
2020,042,antibiotics,convenzionata,3053995.628299998,363261.0,-0.2406290391633905,545425,5.599295280377683,"ISTAT POSAS, January 1",219,219,12
2020,042,antibiotics,direct,1681518.42,198575.0,-0.04890328494233784,545425,3.082950763166338,"ISTAT POSAS, January 1",69,69,12
2020,042,antifungals,convenzionata,382112.161792,22293.0,-0.1144897454363028,545425,0.7005769112013568,"ISTAT POSAS, January 1",31,31,12
2020,042,antifungals,direct,354794.81,4863.0,-0.15026141459546044,545425,0.6504923866709447,"ISTAT POSAS, January 1",0,0,12
2020,050,antibiotics,convenzionata,24656273.203000907,2913447.0,-0.25216387703031007,4879133,5.053412809817012,"ISTAT POSAS, January 1",284,284,12
2020,050,antibiotics,direct,22794923.48,2440396.0,0.04044602275556797,4879133,4.6719209088991835,"ISTAT POSAS, January 1",36,36,12
2020,050,antifungals,convenzionata,2821410.27019,164704.0,-0.13666810799891987,4879133,0.5782605783015138,"ISTAT POSAS, January 1",72,72,12
2020,050,antifungals,direct,10324555.83,94427.0,-0.02639977904048173,4879133,2.116063618269885,"ISTAT POSAS, January 1",0,0,12
2020,060,antibiotics,convenzionata,5880173.826082751,728824.0,-0.25248570159190825,1206216,4.874892909796215,"ISTAT POSAS, January 1",259,259,12
2020,060,antibiotics,direct,4968835.02,366050.0,-0.006566908730637458,1206216,4.119357577747269,"ISTAT POSAS, January 1",139,139,12
2020,060,antifungals,convenzionata,782020.475772904,49187.0,-0.15576466494687838,1206216,0.6483254042169098,"ISTAT POSAS, January 1",60,60,12
2020,060,antifungals,direct,2932739.18,17960.0,0.318783452435511,1206216,2.4313548982935065,"ISTAT POSAS, January 1",11,11,12
2020,070,antibiotics,convenzionata,9492573.810605885,1115610.0,-0.256814488743806,1524826,6.225348866431898,"ISTAT POSAS, January 1",265,265,12
2020,070,antibiotics,direct,10746781.55,872161.0,0.571583275532688,1524826,7.047874019724218,"ISTAT POSAS, January 1",45,45,12
2020,070,antifungals,convenzionata,1155530.024281,65037.0,-0.12760897552585862,1524826,0.7578110710867995,"ISTAT POSAS, January 1",61,61,12
2020,070,antifungals,direct,5045377.83,33076.0,0.32066694114937344,1524826,3.3088220098555507,"ISTAT POSAS, January 1",1,1,12
2020,080,antibiotics,convenzionata,24013858.766729105,3029565.0,-0.27288089734223225,4464119,5.37930524852252,"ISTAT POSAS, January 1",309,309,12
2020,080,antibiotics,direct,16043533.05,2360856.0,-0.11447668575193296,4464119,3.5938856132643417,"ISTAT POSAS, January 1",51,51,12
2020,080,antifungals,convenzionata,2576839.1425,150955.0,-0.14171363565893585,4464119,0.5772335241287251,"ISTAT POSAS, January 1",68,68,12
2020,080,antifungals,direct,10155162.22,65604.0,0.025132917009497317,4464119,2.2748412889530947,"ISTAT POSAS, January 1",0,0,12
2020,090,antibiotics,convenzionata,25293917.95621149,3199941.0,-0.2714620409166055,3692555,6.849977307368879,"ISTAT POSAS, January 1",295,295,12
2020,090,antibiotics,direct,14666410.02,1344126.0,0.1465646768074165,3692555,3.971886680090073,"ISTAT POSAS, January 1",40,40,12
2020,090,antifungals,convenzionata,2425601.11147,134277.0,-0.10457781669267743,3692555,0.6568896364360178,"ISTAT POSAS, January 1",71,71,12
2020,090,antifungals,direct,5350467.59,49826.0,0.03651026412419423,3692555,1.4489879202882556,"ISTAT POSAS, January 1",0,0,12
2020,100,antibiotics,convenzionata,7928917.806380305,997974.0,-0.24134345766850998,870165,9.11197049568795,"ISTAT POSAS, January 1",271,271,12
2020,100,antibiotics,direct,6106641.41,630085.0,0.0020170785667704737,870165,7.017797095953067,"ISTAT POSAS, January 1",63,63,12
2020,100,antifungals,convenzionata,723908.892453,40681.0,-0.13316545067083477,870165,0.8319214085294168,"ISTAT POSAS, January 1",66,66,12
2020,100,antifungals,direct,2456684.09,11907.0,-0.06962358870883906,870165,2.8232393741416857,"ISTAT POSAS, January 1",1,1,12
2020,110,antibiotics,convenzionata,14104501.383424854,1733068.0,-0.27037327984246085,1512672,9.32422982869046,"ISTAT POSAS, January 1",264,264,12
2020,110,antibiotics,direct,7066950.93,661428.0,0.08348847855396363,1512672,4.671832975026972,"ISTAT POSAS, January 1",57,57,12
2020,110,antifungals,convenzionata,1418128.321381691,81596.0,-0.11207181698367322,1512672,0.9374988902959075,"ISTAT POSAS, January 1",63,63,12
2020,110,antifungals,direct,2171874.91,18511.0,-0.2551808567218014,1512672,1.4357870774364834,"ISTAT POSAS, January 1",0,0,12
2020,120,antibiotics,convenzionata,56421639.95650206,6528624.0,-0.2678559943866303,5755700,9.802741622478944,"ISTAT POSAS, January 1",262,262,12
2020,120,antibiotics,direct,20246448.94,1476921.0,0.03541284192445523,5755700,3.5176345084003686,"ISTAT POSAS, January 1",58,58,12
2020,120,antifungals,convenzionata,5265722.57346281,271326.0,-0.16167271962634852,5755700,0.9148709233390917,"ISTAT POSAS, January 1",61,61,12
2020,120,antifungals,direct,8441613.29,61032.0,-0.1261313651930178,5755700,1.4666527598728216,"ISTAT POSAS, January 1",1,1,12
2020,130,antibiotics,convenzionata,13617386.908967014,1628380.0,-0.2670877846696322,1293941,10.523962768756082,"ISTAT POSAS, January 1",265,265,12
2020,130,antibiotics,direct,6420826.91,546637.0,0.07056252476107305,1293941,4.962225410586727,"ISTAT POSAS, January 1",52,52,12
2020,130,antifungals,convenzionata,1295060.582284,72401.0,-0.1602590628843945,1293941,1.0008652498715165,"ISTAT POSAS, January 1",61,61,12
2020,130,antifungals,direct,2372461.48,14882.0,-0.23106991828974832,1293941,1.8335159640199978,"ISTAT POSAS, January 1",1,1,12
2020,140,antibiotics,convenzionata,3089787.283014271,389716.0,-0.24020835063584395,300516,10.281606580063194,"ISTAT POSAS, January 1",188,188,12
2020,140,antibiotics,direct,865907.89,119994.0,-0.20107203364711815,300516,2.881403619108467,"ISTAT POSAS, January 1",100,100,12
2020,140,antifungals,convenzionata,265389.740615,15286.0,-0.12475289353071413,300516,0.8831135134734923,"ISTAT POSAS, January 1",30,30,12
2020,140,antifungals,direct,182031.17,2128.0,-0.3902361023598177,300516,0.6057287132798254,"ISTAT POSAS, January 1",2,2,12
2020,150,antibiotics,convenzionata,73877037.0705557,9108138.0,-0.20688029787984102,5712143,12.933331163200169,"ISTAT POSAS, January 1",247,247,12
2020,150,antibiotics,direct,14820602.33,1546333.0,0.0034921726600428016,5712143,2.5945783097516992,"ISTAT POSAS, January 1",83,83,12
2020,150,antifungals,convenzionata,6952408.09265304,332976.0,-0.1181489915792231,5712143,1.2171278087143547,"ISTAT POSAS, January 1",64,64,12
2020,150,antifungals,direct,7611934.93,47925.0,-0.0025897221880835444,5712143,1.3325883000478105,"ISTAT POSAS, January 1",1,1,12
2020,160,antibiotics,convenzionata,43375052.364677235,5216148.0,-0.23782404516172334,3953305,10.971845674613327,"ISTAT POSAS, January 1",257,257,12
2020,160,antibiotics,direct,12033033.96,1305771.0,-0.09374118938713993,3953305,3.0437909445388103,"ISTAT POSAS, January 1",67,67,12
2020,160,antifungals,convenzionata,4617907.140148967,238231.0,-0.14127697568401978,3953305,1.1681130446927233,"ISTAT POSAS, January 1",59,59,12
2020,160,antifungals,direct,5308064.02,33466.0,-0.13905532366034837,3953305,1.3426902351323764,"ISTAT POSAS, January 1",0,0,12
2020,170,antibiotics,convenzionata,5355032.081250144,662379.0,-0.2322023192707468,553254,9.679156556030582,"ISTAT POSAS, January 1",228,228,12
2020,170,antibiotics,direct,2756955.96,206996.0,-0.09631221050717041,553254,4.983164983895281,"ISTAT POSAS, January 1",95,95,12
2020,170,antifungals,convenzionata,536115.356278,26877.0,-0.09809565470862006,553254,0.9690221060814744,"ISTAT POSAS, January 1",41,41,12
